freq,word,a1,a2,a3,a4,b1,b2,b3,b4,p1,p2,p3,p4,q1,q2,q3,q4
816,筍絲,njp3,n,,,,,,,ㄙㄨㄣˇ,ㄙ,,,,,,
817,豆乾,2.4,e0,,,,,,,ㄉㄡˋ,ㄍㄢ,,,,,,
818,花生,cj8,g/,,,,,,,ㄏㄨㄚ,ㄕㄥ,,,,,,
819,奶油,s93,u.6,,,,,,,ㄋㄞˇ,ㄧㄡˊ,,,,,,
820,沙拉,g8,x8,,,,,,,ㄕㄚ,ㄌㄚ,,,,,,
821,橄欖,e03,x03,,,,,,,ㄍㄢˇ,ㄌㄢˇ,,,,,,
822,美乃滋,ao3,s93,y,,,,,,ㄇㄟˇ,ㄋㄞˇ,ㄗ,,,,,
823,火腿,cji3,wjo3,,,,,,,ㄏㄨㄛˇ,ㄊㄨㄟˇ,,,,,,
824,熱狗,bk4,e.3,,,,,,,ㄖㄜˋ,ㄍㄡˇ,,,,,,
825,麵包,au04,1l,,,,,,,ㄇㄧㄢˋ,ㄅㄠ,,,,,,
826,起司,fu3,n,,,,,,,ㄑㄧˇ,ㄙ,,,,,,
827,乳酪,bj3,xji4,,,,,,,ㄖㄨˇ,ㄌㄨㄛˋ,,,,,,
828,吐司,wj3,n,,,,,,,ㄊㄨˇ,ㄙ,,,,,,
829,火鍋,cji3,eji,,,,,,,ㄏㄨㄛˇ,ㄍㄨㄛ,,,,,,
830,芋頭,m4,w.7,,,m4,w.6,,,ㄩˋ,ㄊㄡ˙,,,ㄩˋ,ㄊㄡˊ,,
831,百頁豆腐,193,"u,4",2.4,zj3,,,,,ㄅㄞˇ,ㄧㄝˋ,ㄉㄡˋ,ㄈㄨˇ,,,,
832,金針菇,rup,5p,ej,,,,,,ㄐㄧㄣ,ㄓㄣ,ㄍㄨ,,,,,
833,沙茶醬,g8,t86,ru;4,,,,,,ㄕㄚ,ㄔㄚˊ,ㄐㄧㄤˋ,,,,,
834,白醋,196,hj4,,,,,,,ㄅㄞˊ,ㄘㄨˋ,,,,,,
835,貢丸,ej/4,j06,,,,,,,ㄍㄨㄥˋ,ㄨㄢˊ,,,,,,
836,魚板,m6,103,,,,,,,ㄩˊ,ㄅㄢˇ,,,,,,
837,燕餃,u04,rul3,,,,,,,ㄧㄢˋ,ㄐㄧㄠˇ,,,,,,
838,蝦仁,vu8,bp6,,,,,,,ㄒㄧㄚ,ㄖㄣˊ,,,,,,
839,水餃,gjo3,rul3,,,,,,,ㄕㄨㄟˇ,ㄐㄧㄠˇ,,,,,,
840,泡麵,ql4,au04,,,,,,,ㄆㄠˋ,ㄇㄧㄢˋ,,,,,,
841,花枝,cj8,5,,,,,,,ㄏㄨㄚ,ㄓ,,,,,,
842,魷魚,u.6,m6,,,,,,,ㄧㄡˊ,ㄩˊ,,,,,,
843,豆皮,2.4,qu6,,,,,,,ㄉㄡˋ,ㄆㄧˊ,,,,,,
844,海帶,c93,294,,,,,,,ㄏㄞˇ,ㄉㄞˋ,,,,,,
845,煎蛋,ru0,204,,,,,,,ㄐㄧㄢ,ㄉㄢˋ,,,,,,
846,煮飯,5j3,z04,,,,,,,ㄓㄨˇ,ㄈㄢˋ,,,,,,
847,炒菜,tl3,h94,,,,,,,ㄔㄠˇ,ㄘㄞˋ,,,,,,
848,炸雞塊,586,ru,dj94,,584,ru,dj94,,ㄓㄚˊ,ㄐㄧ,ㄎㄨㄞˋ,,ㄓㄚˋ,ㄐㄧ,ㄎㄨㄞˋ,
849,漢堡,c04,1l3,,,,,,,ㄏㄢˋ,ㄅㄠˇ,,,,,,
850,薯條,gj3,wul6,,,,,,,ㄕㄨˇ,ㄊㄧㄠˊ,,,,,,
851,鬆餅,nj/,1u/3,,,,,,,ㄙㄨㄥ,ㄅㄧㄥˇ,,,,,,
852,辣炒年糕,x84,tl3,su06,el,,,,,ㄌㄚˋ,ㄔㄠˇ,ㄋㄧㄢˊ,ㄍㄠ,,,,
853,石鍋拌飯,g6,eji,104,z04,,,,,ㄕˊ,ㄍㄨㄛ,ㄅㄢˋ,ㄈㄢˋ,,,,
854,義大利麵,u4,284,xu4,au04,,,,,ㄧˋ,ㄉㄚˋ,ㄌㄧˋ,ㄇㄧㄢˋ,,,,
855,日本料理,b4,1p3,xul4,xu3,,,,,ㄖˋ,ㄅㄣˇ,ㄌㄧㄠˋ,ㄌㄧˇ,,,,
856,壽司,g.4,n,,,,,,,ㄕㄡˋ,ㄙ,,,,,,
857,生魚片,g/,m6,qu04,,,,,,ㄕㄥ,ㄩˊ,ㄆㄧㄢˋ,,,,,
858,豬排飯,5j,q96,z04,,,,,,ㄓㄨ,ㄆㄞˊ,ㄈㄢˋ,,,,,
859,親子丼,fup,y3,ru/3,,fup,y3,2j/4,,ㄑㄧㄣ,ㄗˇ,ㄐㄧㄥˇ,,ㄑㄧㄣ,ㄗˇ,ㄉㄨㄥˋ,
860,廣東粥,ej;3,2j/,5.,,,,,,ㄍㄨㄤˇ,ㄉㄨㄥ,ㄓㄡ,,,,,
861,牛肉麵,su.6,b.4,au04,,,,,,ㄋㄧㄡˊ,ㄖㄡˋ,ㄇㄧㄢˋ,,,,,
862,鱔魚意麵,g04,m6,u4,au04,,,,,ㄕㄢˋ,ㄩˊ,ㄧˋ,ㄇㄧㄢˋ,,,,
863,蚵仔煎,dk,y93,ru0,,,,,,ㄎㄜ,ㄗㄞˇ,ㄐㄧㄢ,,,,,
864,豬血糕,5j,"vu,3",el,,5j,"vm,3",el,,ㄓㄨ,ㄒㄧㄝˇ,ㄍㄠ,,ㄓㄨ,ㄒㄩㄝˇ,ㄍㄠ,
865,臭豆腐,t.4,2.4,zj3,,,,,,ㄔㄡˋ,ㄉㄡˋ,ㄈㄨˇ,,,,,
866,四神湯,n4,gp6,w;,,,,,,ㄙˋ,ㄕㄣˊ,ㄊㄤ,,,,,
867,什錦炒麵,g6,rup3,tl3,au04,,,,,ㄕˊ,ㄐㄧㄣˇ,ㄔㄠˇ,ㄇㄧㄢˋ,,,,
868,燴飯,cjo4,z04,,,,,,,ㄏㄨㄟˋ,ㄈㄢˋ,,,,,,
869,麻油雞,a86,u.6,ru,,,,,,ㄇㄚˊ,ㄧㄡˊ,ㄐㄧ,,,,,
870,葱油餅,hj/,u.6,1u/3,,,,,,ㄘㄨㄥ,ㄧㄡˊ,ㄅㄧㄥˇ,,,,,
871,粽子,yj/4,y7,,,,,,,ㄗㄨㄥˋ,ㄗ˙,,,,,,
872,綠豆沙,xm4,2.4,g8,,,,,,ㄌㄩˋ,ㄉㄡˋ,ㄕㄚ,,,,,
873,關東煮,ej0,2j/,5j3,,,,,,ㄍㄨㄢ,ㄉㄨㄥ,ㄓㄨˇ,,,,,
874,鹹酥雞,vu06,nj,ru,,,,,,ㄒㄧㄢˊ,ㄙㄨ,ㄐㄧ,,,,,
875,拉麵,x8,au04,,,,,,,ㄌㄚ,ㄇㄧㄢˋ,,,,,,
876,章魚丸,5;,m6,j06,,,,,,ㄓㄤ,ㄩˊ,ㄨㄢˊ,,,,,
877,杏仁露,vu/4,bp6,xj4,,,,,,ㄒㄧㄥˋ,ㄖㄣˊ,ㄌㄨˋ,,,,,
878,果凍,eji3,2j/4,,,,,,,ㄍㄨㄛˇ,ㄉㄨㄥˋ,,,,,,
879,冰棒,1u/,1;4,,,,,,,ㄅㄧㄥ,ㄅㄤˋ,,,,,,
880,雪糕,"vm,3",el,,,,,,,ㄒㄩㄝˇ,ㄍㄠ,,,,,,
881,巧克力,ful3,dk4,xu4,,,,,,ㄑㄧㄠˇ,ㄎㄜˋ,ㄌㄧˋ,,,,,
882,香草,vu;,hl3,,,,,,,ㄒㄧㄤ,ㄘㄠˇ,,,,,,
883,甜點,wu06,2u03,,,,,,,ㄊㄧㄢˊ,ㄉㄧㄢˇ,,,,,,
884,椰汁,"u,6",5,,,,,,,ㄧㄝˊ,ㄓ,,,,,,
885,西米露,vu,au3,xj4,,,,,,ㄒㄧ,ㄇㄧˇ,ㄌㄨˋ,,,,,
886,蛋糕,204,el,,,,,,,ㄉㄢˋ,ㄍㄠ,,,,,,
887,零食,xu/6,g6,,,,,,,ㄌㄧㄥˊ,ㄕˊ,,,,,,
888,布丁,1j4,2u/,,,,,,,ㄅㄨˋ,ㄉㄧㄥ,,,,,,
889,披薩,qu,n84,,,,,,,ㄆㄧ,ㄙㄚˋ,,,,,,
890,聖代,g/4,294,,,,,,,ㄕㄥˋ,ㄉㄞˋ,,,,,,
891,冰淇淋,1u/,fu6,xup6,,,,,,ㄅㄧㄥ,ㄑㄧˊ,ㄌㄧㄣˊ,,,,,
892,糖果,w;6,eji3,,,,,,,ㄊㄤˊ,ㄍㄨㄛˇ,,,,,,
893,小熊餅乾,vul3,vm/6,1u/3,e0,,,,,ㄒㄧㄠˇ,ㄒㄩㄥˊ,ㄅㄧㄥˇ,ㄍㄢ,,,,
894,優格,u.,ek6,,,,,,,ㄧㄡ,ㄍㄜˊ,,,,,,
895,泡芙,ql4,zj6,,,,,,,ㄆㄠˋ,ㄈㄨˊ,,,,,,
896,豆花,2.4,cj8,,,,,,,ㄉㄡˋ,ㄏㄨㄚ,,,,,,
897,仙草,vu0,hl3,,,,,,,ㄒㄧㄢ,ㄘㄠˇ,,,,,,
898,客家麻糬,dk4,ru8,a86,gj3,,,,,ㄎㄜˋ,ㄐㄧㄚ,ㄇㄚˊ,ㄕㄨˇ,,,,
899,湯圓,w;,m06,,,,,,,ㄊㄤ,ㄩㄢˊ,,,,,,
900,芋圓,m4,m06,,,,,,,ㄩˋ,ㄩㄢˊ,,,,,,
901,麥片,a94,qu04,,,,,,,ㄇㄞˋ,ㄆㄧㄢˋ,,,,,,
902,薏仁,u4,bp6,,,,,,,ㄧˋ,ㄖㄣˊ,,,,,,
903,刨冰,1l4,1u/,,,,,,,ㄅㄠˋ,ㄅㄧㄥ,,,,,,
904,櫻桃,u/,wl6,,,,,,,ㄧㄥ,ㄊㄠˊ,,,,,,
905,麥茶,a94,t86,,,,,,,ㄇㄞˋ,ㄔㄚˊ,,,,,,
906,豆漿,2.4,ru;,,,,,,,ㄉㄡˋ,ㄐㄧㄤ,,,,,,
907,果汁,eji3,5,,,,,,,ㄍㄨㄛˇ,ㄓ,,,,,,
908,可樂,dk3,xk4,,,,,,,ㄎㄜˇ,ㄌㄜˋ,,,,,,
909,汽水,fu4,gjo3,,,,,,,ㄑㄧˋ,ㄕㄨㄟˇ,,,,,,
910,牛奶,su.6,s93,,,,,,,ㄋㄧㄡˊ,ㄋㄞˇ,,,,,,
911,咖啡,d8,zo,,,,,,,ㄎㄚ,ㄈㄟ,,,,,,
912,溫開水,jp,d9,gjo3,,,,,,ㄨㄣ,ㄎㄞ,ㄕㄨㄟˇ,,,,,
913,冷飲,x/3,up3,,,,,,,ㄌㄥˇ,ㄧㄣˇ,,,,,,
914,熱茶,bk4,t86,,,,,,,ㄖㄜˋ,ㄔㄚˊ,,,,,,
915,啤酒,qu6,ru.3,,,,,,,ㄆㄧˊ,ㄐㄧㄡˇ,,,,,,
916,花雕酒,cj8,2ul,ru.3,,,,,,ㄏㄨㄚ,ㄉㄧㄠ,ㄐㄧㄡˇ,,,,,
917,威士忌,jo,g4,ru4,,,,,,ㄨㄟ,ㄕˋ,ㄐㄧˋ,,,,,
918,高粱酒,el,xu;6,ru.3,,,,,,ㄍㄠ,ㄌㄧㄤˊ,ㄐㄧㄡˇ,,,,,
919,服裝,zj6,5j;,,,,,,,ㄈㄨˊ,ㄓㄨㄤ,,,,,,
920,打扮,283,104,,,,,,,ㄉㄚˇ,ㄅㄢˋ,,,,,,
921,化妝,cj84,5j;,,,,,,,ㄏㄨㄚˋ,ㄓㄨㄤ,,,,,,
922,上衣,g;4,u,,,,,,,ㄕㄤˋ,ㄧ,,,,,,
923,內褲,so4,dj4,,,,,,,ㄋㄟˋ,ㄎㄨˋ,,,,,,
924,髮圈,z83,fm0,,,,,,,ㄈㄚˇ,ㄑㄩㄢ,,,,,,
925,馬尾,a83,jo3,,,,,,,ㄇㄚˇ,ㄨㄟˇ,,,,,,
926,遮陽帽,5k,u;6,al4,,,,,,ㄓㄜ,ㄧㄤˊ,ㄇㄠˋ,,,,,
927,安全帽,0,fm06,al4,,,,,,ㄢ,ㄑㄩㄢˊ,ㄇㄠˋ,,,,,
928,眼鏡,u03,ru/4,,,,,,,ㄧㄢˇ,ㄐㄧㄥˋ,,,,,,
929,皮包,qu6,1l,,,,,,,ㄆㄧˊ,ㄅㄠ,,,,,,
930,手帕,g.3,q84,,,,,,,ㄕㄡˇ,ㄆㄚˋ,,,,,,
931,衛生紙,jo4,g/,53,,,,,,ㄨㄟˋ,ㄕㄥ,ㄓˇ,,,,,
932,口紅,d.3,cj/6,,,,,,,ㄎㄡˇ,ㄏㄨㄥˊ,,,,,,
933,唇膏,tjp6,el,,,,,,,ㄔㄨㄣˊ,ㄍㄠ,,,,,,
934,防曬乳液,z;6,g94,bj3,u4,z;6,g94,bj3,"u,4",ㄈㄤˊ,ㄕㄞˋ,ㄖㄨˇ,ㄧˋ,ㄈㄤˊ,ㄕㄞˋ,ㄖㄨˇ,ㄧㄝˋ
935,香水,vu;,gjo3,,,,,,,ㄒㄧㄤ,ㄕㄨㄟˇ,,,,,,
936,項鍊,vu;4,xu04,,,,,,,ㄒㄧㄤˋ,ㄌㄧㄢˋ,,,,,,
937,手環,g.3,cj06,,,,,,,ㄕㄡˇ,ㄏㄨㄢˊ,,,,,,
938,珠寶,5j,1l3,,,,,,,ㄓㄨ,ㄅㄠˇ,,,,,,
939,戒指,"ru,4",53,,,,,,,ㄐㄧㄝˋ,ㄓˇ,,,,,,
940,眼影,u03,u/3,,,,,,,ㄧㄢˇ,ㄧㄥˇ,,,,,,
941,胸罩,vm/,5l4,,,,,,,ㄒㄩㄥ,ㄓㄠˋ,,,,,,
942,汗衫,c04,g0,,,,,,,ㄏㄢˋ,ㄕㄢ,,,,,,
943,西裝,vu,5j;,,,,,,,ㄒㄧ,ㄓㄨㄤ,,,,,,
944,禮服,xu3,zj6,,,,,,,ㄌㄧˇ,ㄈㄨˊ,,,,,,
945,裙子,fmp6,y7,,,,,,,ㄑㄩㄣˊ,ㄗ˙,,,,,,
946,領帶,xu/3,294,,,,,,,ㄌㄧㄥˇ,ㄉㄞˋ,,,,,,
947,蝴蝶結,cj6,"2u,6","ru,6",,,,,,ㄏㄨˊ,ㄉㄧㄝˊ,ㄐㄧㄝˊ,,,,,
948,外套,j94,wl4,,,,,,,ㄨㄞˋ,ㄊㄠˋ,,,,,,
949,毛衣,al6,u,,,,,,,ㄇㄠˊ,ㄧ,,,,,,
950,運動鞋,mp4,2j/4,"vu,6",,,,,,ㄩㄣˋ,ㄉㄨㄥˋ,ㄒㄧㄝˊ,,,,,
951,高跟鞋,el,ep,"vu,6",,,,,,ㄍㄠ,ㄍㄣ,ㄒㄧㄝˊ,,,,,
952,室內鞋,g4,so4,"vu,6",,,,,,ㄕˋ,ㄋㄟˋ,ㄒㄧㄝˊ,,,,,
953,雨靴,m3,"vm,",,,,,,,ㄩˇ,ㄒㄩㄝ,,,,,,
954,拖鞋,wji,"vu,6",,,,,,,ㄊㄨㄛ,ㄒㄧㄝˊ,,,,,,
955,涼鞋,xu;6,"vu,6",,,,,,,ㄌㄧㄤˊ,ㄒㄧㄝˊ,,,,,,
956,腰帶,ul,294,,,,,,,ㄧㄠ,ㄉㄞˋ,,,,,,
957,手錶,g.3,1ul3,,,,,,,ㄕㄡˇ,ㄅㄧㄠˇ,,,,,,
958,錢包,fu06,1l,,,,,,,ㄑㄧㄢˊ,ㄅㄠ,,,,,,
959,皮夾,qu6,ru86,,,,,,,ㄆㄧˊ,ㄐㄧㄚˊ,,,,,,
960,名片,au/6,qu04,,,,,,,ㄇㄧㄥˊ,ㄆㄧㄢˋ,,,,,,
961,口袋,d.3,294,,,,,,,ㄎㄡˇ,ㄉㄞˋ,,,,,,
962,車輛,tk,xu;4,,,,,,,ㄔㄜ,ㄌㄧㄤˋ,,,,,,
963,腳踏車,rul3,w84,tk,,,,,,ㄐㄧㄠˇ,ㄊㄚˋ,ㄔㄜ,,,,,
964,自行車,y4,vu/6,tk,,,,,,ㄗˋ,ㄒㄧㄥˊ,ㄔㄜ,,,,,
965,摩拖車,ai6,wji,tk,,,,,,ㄇㄛˊ,ㄊㄨㄛ,ㄔㄜ,,,,,
966,機車,ru,tk,,,,,,,ㄐㄧ,ㄔㄜ,,,,,,
967,汽車,fu4,tk,,,,,,,ㄑㄧˋ,ㄔㄜ,,,,,,
968,貨車,cji4,tk,,,,,,,ㄏㄨㄛˋ,ㄔㄜ,,,,,,
969,卡車,d83,tk,,,,,,,ㄎㄚˇ,ㄔㄜ,,,,,,
970,消防車,vul,z;6,tk,,,,,,ㄒㄧㄠ,ㄈㄤˊ,ㄔㄜ,,,,,
971,救護車,ru.4,cj4,tk,,,,,,ㄐㄧㄡˋ,ㄏㄨˋ,ㄔㄜ,,,,,
972,計程車,ru4,t/6,tk,,,,,,ㄐㄧˋ,ㄔㄥˊ,ㄔㄜ,,,,,
973,遊覽車,u.6,x03,tk,,,,,,ㄧㄡˊ,ㄌㄢˇ,ㄔㄜ,,,,,
974,空中纜車,dj/,5j/,x03,tk,,,,,ㄎㄨㄥ,ㄓㄨㄥ,ㄌㄢˇ,ㄔㄜ,,,,
975,公車,ej/,tk,,,,,,,ㄍㄨㄥ,ㄔㄜ,,,,,,
976,捷運,"ru,6",mp4,,,,,,,ㄐㄧㄝˊ,ㄩㄣˋ,,,,,,
977,火車,cji3,tk,,,,,,,ㄏㄨㄛˇ,ㄔㄜ,,,,,,
978,電車,2u04,tk,,,,,,,ㄉㄧㄢˋ,ㄔㄜ,,,,,,
979,高鐵,el,"wu,3",,,,,,,ㄍㄠ,ㄊㄧㄝˇ,,,,,,
980,鐵路,"wu,3",xj4,,,,,,,ㄊㄧㄝˇ,ㄌㄨˋ,,,,,,
981,高速公路,el,nj4,ej/,xj4,,,,,ㄍㄠ,ㄙㄨˋ,ㄍㄨㄥ,ㄌㄨˋ,,,,
982,高架橋,el,ru84,ful6,,,,,,ㄍㄠ,ㄐㄧㄚˋ,ㄑㄧㄠˊ,,,,,
983,馬路,a83,xj4,,,,,,,ㄇㄚˇ,ㄌㄨˋ,,,,,,
984,人行道,bp6,vu/6,2l4,,,,,,ㄖㄣˊ,ㄒㄧㄥˊ,ㄉㄠˋ,,,,,
985,地下道,2u4,vu84,2l4,,,,,,ㄉㄧˋ,ㄒㄧㄚˋ,ㄉㄠˋ,,,,,
986,站牌,504,q96,,,,,,,ㄓㄢˋ,ㄆㄞˊ,,,,,,
987,候車亭,c.4,tk,wu/6,,,,,,ㄏㄡˋ,ㄔㄜ,ㄊㄧㄥˊ,,,,,
988,月台,"m,4",w96,,,,,,,ㄩㄝˋ,ㄊㄞˊ,,,,,,
989,手扶梯,g.3,zj6,wu,,,,,,ㄕㄡˇ,ㄈㄨˊ,ㄊㄧ,,,,,
990,電梯,2u04,wu,,,,,,,ㄉㄧㄢˋ,ㄊㄧ,,,,,,
991,售票口,g.4,qul4,d.3,,,,,,ㄕㄡˋ,ㄆㄧㄠˋ,ㄎㄡˇ,,,,,
992,紅綠燈,cj/6,xm4,2/,,,,,,ㄏㄨㄥˊ,ㄌㄩˋ,ㄉㄥ,,,,,
993,班馬線,10,a83,vu04,,,,,,ㄅㄢ,ㄇㄚˇ,ㄒㄧㄢˋ,,,,,
994,交通號誌,rul,wj/,cl4,54,,,,,ㄐㄧㄠ,ㄊㄨㄥ,ㄏㄠˋ,ㄓˋ,,,,
995,違規停車,jo6,ejo,wu/6,tk,,,,,ㄨㄟˊ,ㄍㄨㄟ,ㄊㄧㄥˊ,ㄔㄜ,,,,
996,禁止通行,rup4,53,wj/,vu/6,,,,,ㄐㄧㄣˋ,ㄓˇ,ㄊㄨㄥ,ㄒㄧㄥˊ,,,,
997,警告,ru/3,el4,,,,,,,ㄐㄧㄥˇ,ㄍㄠˋ,,,,,,
998,注意,5j4,u4,,,,,,,ㄓㄨˋ,ㄧˋ,,,,,,
999,危險,jo6,vu03,,,,,,,ㄨㄟˊ,ㄒㄧㄢˇ,,,,,,
1000,安全,0,fm06,,,,,,,ㄢ,ㄑㄩㄢˊ,,,,,,
1001,北上,1o3,g;4,,,,,,,ㄅㄟˇ,ㄕㄤˋ,,,,,,
1002,南下,s06,vu84,,,,,,,ㄋㄢˊ,ㄒㄧㄚˋ,,,,,,
1003,塞車,n9,tk,,,,,,,ㄙㄞ,ㄔㄜ,,,,,,
1004,出門,tj,ap6,,,,,,,ㄔㄨ,ㄇㄣˊ,,,,,,
1005,回家,cjo6,ru8,,,,,,,ㄏㄨㄟˊ,ㄐㄧㄚ,,,,,,
1006,行李箱,vu/6,xu3,vu;,,,,,,ㄒㄧㄥˊ,ㄌㄧˇ,ㄒㄧㄤ,,,,,
1007,車票,tk,qul4,,,,,,,ㄔㄜ,ㄆㄧㄠˋ,,,,,,
1008,客運,dk4,mp4,,,,,,,ㄎㄜˋ,ㄩㄣˋ,,,,,,
1009,上學,g;4,"vm,6",,,,,,,ㄕㄤˋ,ㄒㄩㄝˊ,,,,,,
1010,課本,dk4,1p3,,,,,,,ㄎㄜˋ,ㄅㄣˇ,,,,,,
1011,國語,eji6,m3,,,,,,,ㄍㄨㄛˊ,ㄩˇ,,,,,,
1012,數學,gj4,"vm,6",,,,,,,ㄕㄨˋ,ㄒㄩㄝˊ,,,,,,
1013,體育,wu3,m4,,,,,,,ㄊㄧˇ,ㄩˋ,,,,,,
1014,英文,u/,jp6,,,,,,,ㄧㄥ,ㄨㄣˊ,,,,,,
1015,生活,g/,cji6,,,,,,,ㄕㄥ,ㄏㄨㄛˊ,,,,,,
1016,健康,ru04,d;,,,,,,,ㄐㄧㄢˋ,ㄎㄤ,,,,,,
1017,美勞,ao3,xl6,,,,,,,ㄇㄟˇ,ㄌㄠˊ,,,,,,
1018,音樂,up,"m,4",,,,,,,ㄧㄣ,ㄩㄝˋ,,,,,,
1019,歷史,xu4,g3,,,,,,,ㄌㄧˋ,ㄕˇ,,,,,,
1020,地理,2u4,xu3,,,,,,,ㄉㄧˋ,ㄌㄧˇ,,,,,,
1021,地球科學,2u4,fu.6,dk,"vm,6",,,,,ㄉㄧˋ,ㄑㄧㄡˊ,ㄎㄜ,ㄒㄩㄝˊ,,,,
1022,物理,j4,xu3,,,,,,,ㄨˋ,ㄌㄧˇ,,,,,,
1023,化學,cj84,"vm,6",,,,,,,ㄏㄨㄚˋ,ㄒㄩㄝˊ,,,,,,
1024,生物,g/,j4,,,,,,,ㄕㄥ,ㄨˋ,,,,,,
1025,倫理,xjp6,xu3,,,,,,,ㄌㄨㄣˊ,ㄌㄧˇ,,,,,,
1026,道德,2l4,2k6,,,,,,,ㄉㄠˋ,ㄉㄜˊ,,,,,,
1027,軍事訓練,rmp,g4,vmp4,xu04,,,,,ㄐㄩㄣ,ㄕˋ,ㄒㄩㄣˋ,ㄌㄧㄢˋ,,,,
1028,武術,j3,gj4,,,,,,,ㄨˇ,ㄕㄨˋ,,,,,,
1029,瑜伽,m6,ru8,,,,,,,ㄩˊ,ㄐㄧㄚ,,,,,,
1030,跳舞,wul4,j3,,,,,,,ㄊㄧㄠˋ,ㄨˇ,,,,,,
1031,舞蹈,j3,2l4,,,,,,,ㄨˇ,ㄉㄠˋ,,,,,,
1032,直排輪,56,q96,xjp6,,,,,,ㄓˊ,ㄆㄞˊ,ㄌㄨㄣˊ,,,,,
1033,溜冰,xu.,1u/,,,,,,,ㄌㄧㄡ,ㄅㄧㄥ,,,,,,
1034,跑步,ql3,1j4,,,,,,,ㄆㄠˇ,ㄅㄨˋ,,,,,,
1035,游泳,u.6,m/3,,,,,,,ㄧㄡˊ,ㄩㄥˇ,,,,,,
1036,籃球,x06,fu.6,,,,,,,ㄌㄢˊ,ㄑㄧㄡˊ,,,,,,
1037,棒球,1;4,fu.6,,,,,,,ㄅㄤˋ,ㄑㄧㄡˊ,,,,,,
1038,排球,q96,fu.6,,,,,,,ㄆㄞˊ,ㄑㄧㄡˊ,,,,,,
1039,桌球,5ji,fu.6,,,,,,,ㄓㄨㄛ,ㄑㄧㄡˊ,,,,,,
1040,撞球,5j;4,fu.6,,,,,,,ㄓㄨㄤˋ,ㄑㄧㄡˊ,,,,,,
1041,足球,yj6,fu.6,,,,,,,ㄗㄨˊ,ㄑㄧㄡˊ,,,,,,
1042,網球,j;3,fu.6,,,,,,,ㄨㄤˇ,ㄑㄧㄡˊ,,,,,,
1043,羽球,m3,fu.6,,,,,,,ㄩˇ,ㄑㄧㄡˊ,,,,,,
1044,校門,vul4,ap6,,,,,,,ㄒㄧㄠˋ,ㄇㄣˊ,,,,,,
1045,川堂,tj0,w;6,,,,,,,ㄔㄨㄢ,ㄊㄤˊ,,,,,,
1046,走廊,y.3,x;6,,,,,,,ㄗㄡˇ,ㄌㄤˊ,,,,,,
1047,操場,hl,t;3,,,,,,,ㄘㄠ,ㄔㄤˇ,,,,,,
1048,教務處,rul4,j4,tj4,,,,,,ㄐㄧㄠˋ,ㄨˋ,ㄔㄨˋ,,,,,
1049,總務處,yj/3,j4,tj4,,,,,,ㄗㄨㄥˇ,ㄨˋ,ㄔㄨˋ,,,,,
1050,輔導室,zj3,2l3,g4,,,,,,ㄈㄨˇ,ㄉㄠˇ,ㄕˋ,,,,,
1051,辦公室,104,ej/,g4,,,,,,ㄅㄢˋ,ㄍㄨㄥ,ㄕˋ,,,,,
1052,保健室,1l3,ru04,g4,,,,,,ㄅㄠˇ,ㄐㄧㄢˋ,ㄕˋ,,,,,
1053,警衛室,ru/3,jo4,g4,,,,,,ㄐㄧㄥˇ,ㄨㄟˋ,ㄕˋ,,,,,
1054,教室,rul4,g4,,,,,,,ㄐㄧㄠˋ,ㄕˋ,,,,,,
1055,黑板,co,103,,,,,,,ㄏㄟ,ㄅㄢˇ,,,,,,
1056,粉筆,zp3,1u3,,,,,,,ㄈㄣˇ,ㄅㄧˇ,,,,,,
1057,板擦,103,h8,,,,,,,ㄅㄢˇ,ㄘㄚ,,,,,,
1058,值日生,56,b4,g/,,,,,,ㄓˊ,ㄖˋ,ㄕㄥ,,,,,
1059,聯絡簿,xu06,xji4,1j4,,,,,,ㄌㄧㄢˊ,ㄌㄨㄛˋ,ㄅㄨˋ,,,,,
1060,課本,dk4,1p3,,,,,,,ㄎㄜˋ,ㄅㄣˇ,,,,,,
1061,科任袋,dk,bp4,294,,,,,,ㄎㄜ,ㄖㄣˋ,ㄉㄞˋ,,,,,
1062,平板,qu/6,103,,,,,,,ㄆㄧㄥˊ,ㄅㄢˇ,,,,,,
1063,墊板,2u04,103,,,,,,,ㄉㄧㄢˋ,ㄅㄢˇ,,,,,,
1064,鉛筆盒,fu0,1u3,ck6,,,,,,ㄑㄧㄢ,ㄅㄧˇ,ㄏㄜˊ,,,,,
1065,橡皮擦,vu;4,qu6,h8,,,,,,ㄒㄧㄤˋ,ㄆㄧˊ,ㄘㄚ,,,,,
1066,尺規,t3,ejo,,,,,,,ㄔˇ,ㄍㄨㄟ,,,,,,
1067,原子筆,m06,y3,1u3,,,,,,ㄩㄢˊ,ㄗˇ,ㄅㄧˇ,,,,,
1068,彩色筆,h93,nk4,1u3,,,,,,ㄘㄞˇ,ㄙㄜˋ,ㄅㄧˇ,,,,,
1069,螢光筆,u/6,ej;,1u3,,,,,,ㄧㄥˊ,ㄍㄨㄤ,ㄅㄧˇ,,,,,
1070,簽字筆,fu0,y4,1u3,,,,,,ㄑㄧㄢ,ㄗˋ,ㄅㄧˇ,,,,,
1071,剪刀,ru03,2l,,,,,,,ㄐㄧㄢˇ,ㄉㄠ,,,,,,
